ruangan,penghuni,jarak_meter
Ruang_Freesia,46,48.28
Ruang_Poppy,60,22.82
Ruang_Ranunculus,37,16.56
Ruang_Marigold,34,45.17
Ruang_Verbena,55,11.47
Ruang_Petunia,61,49.47
Ruang_Geranium,34,25.17
Ruang_Cosmos,66,42.94
Ruang_Edelweis,70,12.01
Ruang_Bromelia,33,22.13
Ruang_Heliconia,39,21.93
Ruang_Cempaka,39,33.52
Ruang_Wijayakusuma,66,5.51
Ruang_SedapMalam,49,8.42
Ruang_TapakDara,35,49.04
Ruang_PacarAir,45,22.44
Ruang_BungaSepatu,37,43.44
Ruang_Asoka,65,5.89
Ruang_NusaIndah,56,20.48
Ruang_Kantil,68,43.13
Ruang_Kecubung,68,44.67
Ruang_Soka,69,21.18
Ruang_Lotus,44,26.82
Ruang_Bluebell,63,18.45
Ruang_Daffodil,54,17.99
Ruang_Foxglove,58,37.72
Ruang_Hibiscus,58,9.93
Ruang_Lilac,49,49.46
Ruang_Narcissus,67,23.82
Ruang_Oleander,57,13.11
Ruang_Primrose,49,37.53
Ruang_Snapdragon,66,18.42
Ruang_Wisteria,69,44.55
Ruang_Yarrow,33,33.39
Ruang_Amaryllis,69,44.18
Ruang_Anemone,36,27.58
Ruang_Buttercup,43,24.06
Ruang_Carnation,70,24.18
Ruang_Delphinium,43,23.01
Ruang_Gladiol,46,43.73
Ruang_Heather,35,48.96
Ruang_Honeysuckle,40,13.92
Ruang_Impatiens,45,25.89
Ruang_Larkspur,41,43.29
Ruang_Mimosa,65,44.35
Ruang_Orchid,34,6.98
Ruang_Periwinkle,40,9.84
Ruang_QueenAnne,30,17.34
Ruang_Rhododendron,56,13.12
Ruang_Sunflower,58,27.48
Ruang_Tuberose,68,11.2
Ruang_Violet,60,10.09
Ruang_Wallflower,48,12.45
Ruang_Xeranthemum,32,18.64
Ruang_YuccaBloom,44,16.95
Ruang_Zephyranthes,48,24.73
Ruang_AcaciaBloom,48,40.32
Ruang_Balsam,59,40.68
Ruang_Coreopsis,34,37.73
Ruang_Echinacea,44,13.18
Ruang_ForgetMeNot,46,13.87
Ruang_Gazania,70,26.61
Ruang_Jacaranda,67,41.66
Ruang_Lantana,42,43.75
Ruang_MorningGlory,57,31.58
Ruang_Nemesia,37,24.3
Ruang_Oxalis,64,38.46
Ruang_Plumeria,44,35.29
Ruang_Statice,39,39.14
Ruang_Verbascum,47,33.23
Ruang_Waterlily,39,43.37
Ruang_ZebraPlant,34,12.21
Ruang_Melati,33,33.81
Ruang_Mawar,40,10.13
Ruang_Anggrek,49,28.9
Ruang_Tulip,68,21.46
Ruang_Matahari,66,26.94
Ruang_Lili,48,23.18
Ruang_Kamboja,58,48.23
Ruang_Kenanga,37,31.35
Ruang_Dahlia,59,33.89
Ruang_Teratai,49,46.74
Ruang_Flamboyan,55,24.92
Ruang_Kana,47,28.94
Ruang_Bougenvil,62,34.34
Ruang_Anyelir,64,11.81
Ruang_Krisan,61,38.81
Ruang_Lavender,58,21.75
Ruang_Sakura,35,48.48
Ruang_Azalea,68,24.35
Ruang_Gardenia,32,23.6
Ruang_Iris,57,40.89
Ruang_Peony,50,17.66
Ruang_Begonia,68,31.6
Ruang_Magnolia,46,7.6
Ruang_Camelia,31,44.96
Ruang_Zinnia,35,22.94
Ruang_Aster,44,40.52
Ruang_Jasmine,66,46.2
Ruang_Hydrangea,67,36.65
Ruang_Freesia,31,21.14
Ruang_Poppy,47,45.48
Ruang_Ranunculus,66,28.67
Ruang_Marigold,32,49.15
Ruang_Verbena,41,15.01
Ruang_Petunia,60,25.62
Ruang_Geranium,63,37.03
Ruang_Cosmos,58,36.2
Ruang_Edelweis,47,17.89
Ruang_Bromelia,41,12.47
Ruang_Heliconia,67,46.76
Ruang_Cempaka,57,17.49
Ruang_Wijayakusuma,70,46.16
Ruang_SedapMalam,61,23.44
Ruang_TapakDara,35,35.59
Ruang_PacarAir,60,33.15
Ruang_BungaSepatu,52,25.19
Ruang_Asoka,56,36.53
Ruang_NusaIndah,51,48.33
Ruang_Kantil,50,13.29
Ruang_Kecubung,36,7.57
Ruang_Soka,40,12.81
Ruang_Lotus,51,34.97
Ruang_Bluebell,56,20.07
Ruang_Daffodil,61,13.07
Ruang_Foxglove,48,33.45
Ruang_Hibiscus,55,22.42
Ruang_Lilac,65,12.48
Ruang_Narcissus,32,28.26
Ruang_Oleander,59,14.15
Ruang_Primrose,35,24.42
Ruang_Snapdragon,50,37.18
Ruang_Wisteria,46,11.97
Ruang_Yarrow,50,26.89
Ruang_Amaryllis,37,39.86
Ruang_Anemone,55,15.52
Ruang_Buttercup,62,17.4
Ruang_Carnation,30,33.91
Ruang_Delphinium,64,36.93
Ruang_Gladiol,59,41.61
Ruang_Heather,56,46.22
Ruang_Honeysuckle,33,37.74
Ruang_Impatiens,42,41.66
Ruang_Larkspur,63,36.18
Ruang_Mimosa,53,41.38
Ruang_Orchid,69,13.26
Ruang_Periwinkle,61,22.63
Ruang_QueenAnne,70,32.92
Ruang_Rhododendron,58,40.65
Ruang_Sunflower,33,49.35
Ruang_Tuberose,43,30.32
Ruang_Violet,47,15.22
Ruang_Wallflower,65,30.52
Ruang_Xeranthemum,38,33.72
Ruang_YuccaBloom,48,39.65
Ruang_Zephyranthes,58,26.85
Ruang_AcaciaBloom,61,35.37
Ruang_Balsam,37,12.39
Ruang_Coreopsis,31,7.24
Ruang_Echinacea,70,11.04
Ruang_ForgetMeNot,68,37.48
Ruang_Gazania,45,7.64
Ruang_Jacaranda,40,19.07
Ruang_Lantana,49,15.84
Ruang_MorningGlory,65,39.88
Ruang_Nemesia,30,10.5
Ruang_Oxalis,65,42.6
Ruang_Plumeria,56,44.21
Ruang_Statice,35,26.09
Ruang_Verbascum,44,17.43
Ruang_Waterlily,37,24.13
Ruang_ZebraPlant,59,19.67
Ruang_Melati,37,13.6
Ruang_Mawar,39,43.61
Ruang_Anggrek,61,30.84
Ruang_Tulip,48,25.44
Ruang_Matahari,62,25.32
Ruang_Lili,47,19.22
Ruang_Kamboja,56,7.47
Ruang_Kenanga,60,18.8
Ruang_Dahlia,60,30.41
Ruang_Teratai,45,46.13
Ruang_Flamboyan,59,12.41
Ruang_Kana,65,48.94
Ruang_Bougenvil,39,25.67
Ruang_Anyelir,54,28.18
Ruang_Krisan,42,41.73
Ruang_Lavender,68,35.09
Ruang_Sakura,62,17.06
Ruang_Azalea,38,37.98
Ruang_Gardenia,34,44.44
Ruang_Iris,47,23.23
Ruang_Peony,56,42.81
Ruang_Begonia,51,18.49
Ruang_Magnolia,62,32.92
Ruang_Camelia,47,23.27
Ruang_Zinnia,30,27.88
Ruang_Aster,48,30.72
Ruang_Jasmine,49,45.82
Ruang_Hydrangea,67,31.5
Ruang_Freesia,67,16.57
Ruang_Poppy,61,17.37
Ruang_Ranunculus,39,8.67
Ruang_Marigold,58,40.98
Ruang_Verbena,64,45.52
Ruang_Petunia,60,42.97
Ruang_Geranium,52,17.5
Ruang_Cosmos,51,23.1
Ruang_Edelweis,65,39.65
Ruang_Bromelia,64,11.74
Ruang_Heliconia,54,35.52
Ruang_Cempaka,59,7.46
Ruang_Wijayakusuma,50,43.93
Ruang_SedapMalam,42,9.14
Ruang_TapakDara,45,36.22
Ruang_PacarAir,66,48.18
Ruang_BungaSepatu,54,17.16
Ruang_Asoka,44,10.56
Ruang_NusaIndah,56,18.39
Ruang_Kantil,32,40.75
Ruang_Kecubung,50,29.6
Ruang_Soka,60,46.89
Ruang_Lotus,54,8.64
Ruang_Bluebell,54,43.5
Ruang_Daffodil,39,14.33
Ruang_Foxglove,61,20.43
Ruang_Hibiscus,32,23.98
Ruang_Lilac,38,44.22
Ruang_Narcissus,62,12.6
Ruang_Oleander,67,48.28
Ruang_Primrose,51,11.8
Ruang_Snapdragon,36,7.33
Ruang_Wisteria,58,48.44
Ruang_Yarrow,36,49.15
Ruang_Amaryllis,63,14.29
Ruang_Anemone,59,6.57
Ruang_Buttercup,30,13.04
Ruang_Carnation,39,40.51
Ruang_Delphinium,56,43.15
Ruang_Gladiol,39,42.11
Ruang_Heather,34,10.29
Ruang_Honeysuckle,60,11.92
Ruang_Impatiens,46,48.77
Ruang_Larkspur,51,45.47
Ruang_Mimosa,69,47.08
Ruang_Orchid,55,21.48
Ruang_Periwinkle,35,39.29
Ruang_QueenAnne,51,48.11
Ruang_Rhododendron,64,42.85
Ruang_Sunflower,54,47.1
Ruang_Tuberose,50,20.0
Ruang_Violet,70,14.23
Ruang_Wallflower,61,16.05
Ruang_Xeranthemum,64,28.46
Ruang_YuccaBloom,32,34.71
Ruang_Zephyranthes,69,32.08
Ruang_AcaciaBloom,34,25.15
Ruang_Balsam,45,17.72
Ruang_Coreopsis,70,23.65
Ruang_Echinacea,48,34.89
Ruang_ForgetMeNot,44,33.77
Ruang_Gazania,35,37.69
Ruang_Jacaranda,57,12.19
Ruang_Lantana,36,39.49
Ruang_MorningGlory,70,8.19
Ruang_Nemesia,36,28.8
Ruang_Oxalis,58,48.58
Ruang_Plumeria,40,18.35
Ruang_Statice,49,49.08
Ruang_Verbascum,31,14.37
Ruang_Waterlily,32,27.38
Ruang_ZebraPlant,50,40.14
Ruang_Melati,33,39.43
Ruang_Mawar,48,16.09
Ruang_Anggrek,52,16.63
Ruang_Tulip,53,14.42
Ruang_Matahari,57,45.33
Ruang_Lili,39,34.88
Ruang_Kamboja,45,42.5
Ruang_Kenanga,63,31.39
Ruang_Dahlia,56,18.44
Ruang_Teratai,66,7.3
Ruang_Flamboyan,41,48.44
Ruang_Kana,40,30.68
Ruang_Bougenvil,41,11.91
Ruang_Anyelir,35,27.22
Ruang_Krisan,69,42.06
Ruang_Lavender,54,37.79
Ruang_Sakura,69,14.18
Ruang_Azalea,45,10.3
Ruang_Gardenia,61,13.24
Ruang_Iris,67,14.95
Ruang_Peony,39,33.62
Ruang_Begonia,44,42.71
Ruang_Magnolia,59,49.88
Ruang_Camelia,70,5.66
Ruang_Zinnia,46,15.82
Ruang_Aster,59,32.71
Ruang_Jasmine,46,43.7
Ruang_Hydrangea,30,21.52
Ruang_Freesia,59,29.2
Ruang_Poppy,48,38.37
Ruang_Ranunculus,64,10.98
Ruang_Marigold,40,13.38
Ruang_Verbena,34,26.28
Ruang_Petunia,58,20.11
Ruang_Geranium,52,26.57
Ruang_Cosmos,67,41.95
Ruang_Edelweis,49,18.22
Ruang_Bromelia,70,16.76
Ruang_Heliconia,57,33.99
Ruang_Cempaka,46,23.62
Ruang_Wijayakusuma,59,13.04
Ruang_SedapMalam,49,48.15
Ruang_TapakDara,42,34.12
Ruang_PacarAir,54,33.39
Ruang_BungaSepatu,60,45.8
Ruang_Asoka,36,38.61
Ruang_NusaIndah,45,44.08
Ruang_Kantil,54,46.97
Ruang_Kecubung,66,48.74
Ruang_Soka,52,16.87
Ruang_Lotus,66,36.91
Ruang_Bluebell,48,49.76
Ruang_Daffodil,48,8.49
Ruang_Foxglove,31,5.86
Ruang_Hibiscus,55,19.47
Ruang_Lilac,47,12.47
Ruang_Narcissus,30,23.82
Ruang_Oleander,66,20.86
Ruang_Primrose,33,26.96
Ruang_Snapdragon,68,46.15
Ruang_Wisteria,61,24.97
Ruang_Yarrow,48,26.66
Ruang_Amaryllis,44,44.61
Ruang_Anemone,68,35.25
Ruang_Buttercup,52,22.74
Ruang_Carnation,44,47.21
Ruang_Delphinium,70,21.03
Ruang_Gladiol,42,6.94
Ruang_Heather,69,12.96
Ruang_Honeysuckle,46,21.98
Ruang_Impatiens,38,35.24
Ruang_Larkspur,70,33.84
Ruang_Mimosa,36,43.31
Ruang_Orchid,70,43.66
Ruang_Periwinkle,32,37.96
Ruang_QueenAnne,49,30.42
Ruang_Rhododendron,58,15.9
Ruang_Sunflower,32,37.19
Ruang_Tuberose,67,7.99
Ruang_Violet,53,15.17
Ruang_Wallflower,38,43.74
Ruang_Xeranthemum,35,27.52
Ruang_YuccaBloom,48,10.68
Ruang_Zephyranthes,50,48.3
Ruang_AcaciaBloom,56,36.41
Ruang_Balsam,41,31.19
Ruang_Coreopsis,42,49.97
Ruang_Echinacea,38,13.09
Ruang_ForgetMeNot,64,5.82
Ruang_Gazania,53,39.32
Ruang_Jacaranda,63,45.0
Ruang_Lantana,62,43.86
Ruang_MorningGlory,47,5.8
Ruang_Nemesia,40,40.69
Ruang_Oxalis,46,11.21
Ruang_Plumeria,60,27.4
Ruang_Statice,48,31.45
Ruang_Verbascum,51,12.63
Ruang_Waterlily,37,14.22
Ruang_ZebraPlant,59,14.34
Ruang_Melati,34,23.39
Ruang_Mawar,39,45.57
Ruang_Anggrek,44,23.01
Ruang_Tulip,55,44.2
Ruang_Matahari,65,45.01
Ruang_Lili,53,18.73
Ruang_Kamboja,35,43.43
Ruang_Kenanga,55,37.37
Ruang_Dahlia,30,5.6
Ruang_Teratai,46,49.59
Ruang_Flamboyan,64,15.33
Ruang_Kana,37,20.97
Ruang_Bougenvil,59,36.97
Ruang_Anyelir,53,44.89
Ruang_Krisan,46,38.43
Ruang_Lavender,67,30.21
Ruang_Sakura,54,21.3
Ruang_Azalea,70,20.72
Ruang_Gardenia,53,5.08
Ruang_Iris,36,40.91
Ruang_Peony,44,40.81
Ruang_Begonia,60,49.93
Ruang_Magnolia,31,13.57
Ruang_Camelia,69,22.71
Ruang_Zinnia,65,21.08
Ruang_Aster,50,13.63
Ruang_Jasmine,69,13.15
Ruang_Hydrangea,44,12.42
Ruang_Freesia,34,31.69
Ruang_Poppy,70,34.73
Ruang_Ranunculus,59,37.2
Ruang_Marigold,49,46.9
Ruang_Verbena,56,33.65
Ruang_Petunia,37,29.57
Ruang_Geranium,38,6.36
Ruang_Cosmos,32,32.73
Ruang_Edelweis,32,15.4
Ruang_Bromelia,49,35.38
Ruang_Heliconia,61,29.34
Ruang_Cempaka,37,20.16
Ruang_Wijayakusuma,36,34.19
Ruang_SedapMalam,45,42.48
Ruang_TapakDara,64,49.72
Ruang_PacarAir,38,12.67
Ruang_BungaSepatu,54,18.01
Ruang_Asoka,59,39.37
Ruang_NusaIndah,53,5.1
Ruang_Kantil,64,18.64
Ruang_Kecubung,56,20.79
Ruang_Soka,67,21.8
Ruang_Lotus,39,13.24
Ruang_Bluebell,56,43.93
Ruang_Daffodil,36,6.91
Ruang_Foxglove,61,27.92
Ruang_Hibiscus,69,42.64
Ruang_Lilac,56,34.24
Ruang_Narcissus,47,26.24
Ruang_Oleander,32,19.04
Ruang_Primrose,53,43.82
Ruang_Snapdragon,43,24.02
Ruang_Wisteria,58,8.24
Ruang_Yarrow,58,49.3
Ruang_Amaryllis,45,13.39
Ruang_Anemone,53,27.79
Ruang_Buttercup,36,38.03
Ruang_Carnation,53,39.97
Ruang_Delphinium,64,8.47
Ruang_Gladiol,52,14.7
Ruang_Heather,33,46.31
Ruang_Honeysuckle,55,34.75
Ruang_Impatiens,47,38.61
Ruang_Larkspur,42,6.93
Ruang_Mimosa,37,25.6
Ruang_Orchid,59,14.93
Ruang_Periwinkle,35,30.31
Ruang_QueenAnne,43,8.18
Ruang_Rhododendron,70,21.25
Ruang_Sunflower,68,34.88
Ruang_Tuberose,31,9.99
Ruang_Violet,33,41.6
Ruang_Wallflower,51,30.38
Ruang_Xeranthemum,45,19.93
Ruang_YuccaBloom,38,28.61
Ruang_Zephyranthes,66,9.13
Ruang_AcaciaBloom,43,30.18
Ruang_Balsam,34,43.6
Ruang_Coreopsis,65,11.87
Ruang_Echinacea,43,29.62
Ruang_ForgetMeNot,67,39.8
Ruang_Gazania,43,45.2
Ruang_Jacaranda,44,23.83
Ruang_Lantana,51,29.68
Ruang_MorningGlory,39,6.61
Ruang_Nemesia,68,22.91
Ruang_Oxalis,30,17.43
Ruang_Plumeria,47,14.49
Ruang_Statice,39,22.35
Ruang_Verbascum,38,48.54
Ruang_Waterlily,64,47.07
Ruang_ZebraPlant,46,10.43
Ruang_Melati,41,44.81
Ruang_Mawar,37,7.79
Ruang_Anggrek,31,33.17
Ruang_Tulip,38,45.98
Ruang_Matahari,30,15.73
Ruang_Lili,52,42.83
Ruang_Kamboja,45,34.19
Ruang_Kenanga,67,10.79
Ruang_Dahlia,50,35.3
Ruang_Teratai,31,25.78
Ruang_Flamboyan,41,17.14
Ruang_Kana,46,7.29
Ruang_Bougenvil,33,11.6
Ruang_Anyelir,38,43.49
Ruang_Krisan,56,32.34
Ruang_Lavender,63,34.1
Ruang_Sakura,37,36.51
Ruang_Azalea,34,26.02
Ruang_Gardenia,60,14.43
Ruang_Iris,58,16.48
Ruang_Peony,53,22.9
Ruang_Begonia,62,14.0
Ruang_Magnolia,67,43.59
Ruang_Camelia,36,22.1
Ruang_Zinnia,58,26.05
Ruang_Aster,62,47.72
Ruang_Jasmine,44,15.61
Ruang_Hydrangea,69,13.11
Ruang_Freesia,32,46.7
Ruang_Poppy,63,46.66
Ruang_Ranunculus,49,47.91
Ruang_Marigold,59,10.84
Ruang_Verbena,31,9.18
Ruang_Petunia,33,48.05
Ruang_Geranium,60,25.26
Ruang_Cosmos,55,19.52
Ruang_Edelweis,57,40.91
Ruang_Bromelia,36,11.54
Ruang_Heliconia,61,44.45
Ruang_Cempaka,58,13.69
Ruang_Wijayakusuma,34,41.41
Ruang_SedapMalam,35,49.37
Ruang_TapakDara,50,16.93
Ruang_PacarAir,68,29.45
Ruang_BungaSepatu,39,17.91
Ruang_Asoka,34,39.34
Ruang_NusaIndah,38,45.44
Ruang_Kantil,47,8.54
Ruang_Kecubung,69,26.71
Ruang_Soka,70,44.43
Ruang_Lotus,67,37.98
Ruang_Bluebell,65,43.98
Ruang_Daffodil,50,36.25
Ruang_Foxglove,54,30.53
Ruang_Hibiscus,68,39.08
Ruang_Lilac,63,49.69
Ruang_Narcissus,48,36.46
Ruang_Oleander,59,6.75
Ruang_Primrose,62,38.43
Ruang_Snapdragon,68,23.45
Ruang_Wisteria,57,32.76
Ruang_Yarrow,36,27.16
Ruang_Amaryllis,37,13.76
Ruang_Anemone,65,21.0
Ruang_Buttercup,43,40.39
Ruang_Carnation,57,14.79
Ruang_Delphinium,58,22.65
Ruang_Gladiol,44,24.85
Ruang_Heather,56,25.91
Ruang_Honeysuckle,51,5.31
Ruang_Impatiens,59,45.97
Ruang_Larkspur,55,12.11
Ruang_Mimosa,56,41.5
Ruang_Orchid,36,39.19
Ruang_Periwinkle,50,6.53
Ruang_QueenAnne,57,30.16
Ruang_Rhododendron,50,36.34
Ruang_Sunflower,46,28.46
Ruang_Tuberose,53,41.5
Ruang_Violet,39,48.18
Ruang_Wallflower,60,27.92
Ruang_Xeranthemum,34,17.13
Ruang_YuccaBloom,35,33.02
Ruang_Zephyranthes,35,30.76
Ruang_AcaciaBloom,35,38.34
Ruang_Balsam,57,18.99
Ruang_Coreopsis,36,7.96
Ruang_Echinacea,53,10.66
Ruang_ForgetMeNot,38,9.96
Ruang_Gazania,65,26.97
Ruang_Jacaranda,33,35.63
Ruang_Lantana,67,14.48
Ruang_MorningGlory,65,43.54
Ruang_Nemesia,65,26.74
Ruang_Oxalis,51,42.37
Ruang_Plumeria,37,5.25
Ruang_Statice,56,28.19
Ruang_Verbascum,52,10.98
Ruang_Waterlily,57,28.78
Ruang_ZebraPlant,33,44.33
Ruang_Melati,48,24.97
Ruang_Mawar,68,20.97
Ruang_Anggrek,49,46.51
Ruang_Tulip,52,40.7
Ruang_Matahari,36,33.21
Ruang_Lili,66,15.08
Ruang_Kamboja,62,12.57
Ruang_Kenanga,43,36.0
Ruang_Dahlia,39,32.24
Ruang_Teratai,60,45.01
Ruang_Flamboyan,44,48.33
Ruang_Kana,36,43.4
Ruang_Bougenvil,52,47.86
Ruang_Anyelir,65,18.53
Ruang_Krisan,53,21.38
Ruang_Lavender,37,23.59
Ruang_Sakura,47,14.02
Ruang_Azalea,66,48.28
Ruang_Gardenia,44,39.45
Ruang_Iris,57,12.6
Ruang_Peony,65,37.81
Ruang_Begonia,69,45.39
Ruang_Magnolia,69,37.24
Ruang_Camelia,65,13.87
Ruang_Zinnia,31,30.26
Ruang_Aster,68,48.74
Ruang_Jasmine,47,24.59
Ruang_Hydrangea,31,8.02
Ruang_Freesia,41,48.86
Ruang_Poppy,47,12.37
Ruang_Ranunculus,49,8.42
Ruang_Marigold,51,34.24
Ruang_Verbena,52,28.58
Ruang_Petunia,30,12.02
Ruang_Geranium,41,24.58
Ruang_Cosmos,39,31.52
Ruang_Edelweis,66,17.92
Ruang_Bromelia,55,39.0
Ruang_Heliconia,34,12.63
Ruang_Cempaka,39,15.03
Ruang_Wijayakusuma,70,40.65
Ruang_SedapMalam,31,27.5
Ruang_TapakDara,35,18.1
Ruang_PacarAir,63,25.26
Ruang_BungaSepatu,43,36.02
Ruang_Asoka,54,40.31
Ruang_NusaIndah,56,22.32
Ruang_Kantil,59,5.09
Ruang_Kecubung,51,22.83
Ruang_Soka,40,43.25
Ruang_Lotus,53,37.98
Ruang_Bluebell,49,18.78
Ruang_Daffodil,50,22.95
Ruang_Foxglove,66,18.75
Ruang_Hibiscus,68,42.97
Ruang_Lilac,35,6.95
Ruang_Narcissus,33,12.68
Ruang_Oleander,39,20.43
Ruang_Primrose,40,11.44
Ruang_Snapdragon,69,36.3
Ruang_Wisteria,33,45.04
Ruang_Yarrow,35,34.76
Ruang_Amaryllis,47,18.74
Ruang_Anemone,58,23.4
Ruang_Buttercup,57,46.1
Ruang_Carnation,61,11.68
Ruang_Delphinium,68,6.64
Ruang_Gladiol,58,7.78
Ruang_Heather,56,26.1
Ruang_Honeysuckle,47,8.22
Ruang_Impatiens,43,30.16
Ruang_Larkspur,62,37.04
Ruang_Mimosa,37,42.09
Ruang_Orchid,52,34.73
Ruang_Periwinkle,57,31.29
Ruang_QueenAnne,37,42.23
Ruang_Rhododendron,48,9.69
Ruang_Sunflower,67,48.36
Ruang_Tuberose,61,31.81
Ruang_Violet,63,19.26
Ruang_Wallflower,49,12.78
Ruang_Xeranthemum,32,33.57
Ruang_YuccaBloom,44,18.83
Ruang_Zephyranthes,55,40.8
Ruang_AcaciaBloom,68,27.64
Ruang_Balsam,33,32.09
Ruang_Coreopsis,30,34.25
Ruang_Echinacea,43,28.66
Ruang_ForgetMeNot,49,15.76
Ruang_Gazania,43,47.24
Ruang_Jacaranda,38,48.55
Ruang_Lantana,46,12.62
Ruang_MorningGlory,48,43.57
Ruang_Nemesia,50,8.22
Ruang_Oxalis,37,31.4
Ruang_Plumeria,30,10.17
Ruang_Statice,61,23.01
Ruang_Verbascum,57,27.4
Ruang_Waterlily,41,46.98
Ruang_ZebraPlant,38,25.02
Ruang_Melati,54,24.01
Ruang_Mawar,64,45.92
Ruang_Anggrek,44,9.49
Ruang_Tulip,62,26.39
Ruang_Matahari,65,16.95
Ruang_Lili,52,41.07
Ruang_Kamboja,34,29.16
Ruang_Kenanga,55,16.83
Ruang_Dahlia,32,20.89
Ruang_Teratai,57,49.4
Ruang_Flamboyan,31,14.68
Ruang_Kana,59,36.44
Ruang_Bougenvil,34,15.05
Ruang_Anyelir,50,23.97
Ruang_Krisan,66,42.92
Ruang_Lavender,57,33.98
Ruang_Sakura,66,14.01
Ruang_Azalea,55,25.01
Ruang_Gardenia,70,24.15
Ruang_Iris,56,6.35
Ruang_Peony,48,14.53
Ruang_Begonia,37,37.3
Ruang_Magnolia,55,17.76
Ruang_Camelia,31,11.71
Ruang_Zinnia,50,18.41
Ruang_Aster,40,35.09
Ruang_Jasmine,69,39.18
Ruang_Hydrangea,59,8.15
Ruang_Freesia,53,29.09
Ruang_Poppy,35,15.74
Ruang_Ranunculus,57,20.69
Ruang_Marigold,36,30.09
Ruang_Verbena,45,23.67
Ruang_Petunia,57,41.53
Ruang_Geranium,67,21.53
Ruang_Cosmos,55,42.12
Ruang_Edelweis,63,9.89
Ruang_Bromelia,35,15.06
Ruang_Heliconia,55,9.15
Ruang_Cempaka,49,10.72
Ruang_Wijayakusuma,51,46.71
Ruang_SedapMalam,44,29.98
Ruang_TapakDara,51,19.13
Ruang_PacarAir,40,45.46
Ruang_BungaSepatu,34,43.41
Ruang_Asoka,62,46.5
Ruang_NusaIndah,70,42.11
Ruang_Kantil,37,45.64
Ruang_Kecubung,63,14.34
Ruang_Soka,62,41.47
Ruang_Lotus,42,16.12
Ruang_Bluebell,52,8.28
Ruang_Daffodil,52,27.24
Ruang_Foxglove,39,34.85
Ruang_Hibiscus,45,14.0
Ruang_Lilac,36,49.56
Ruang_Narcissus,39,44.61
Ruang_Oleander,46,5.42
Ruang_Primrose,42,15.17
Ruang_Snapdragon,41,31.93
Ruang_Wisteria,68,41.93
Ruang_Yarrow,39,13.14
Ruang_Amaryllis,34,22.09
Ruang_Anemone,41,33.61
Ruang_Buttercup,70,45.3
Ruang_Carnation,61,24.85
Ruang_Delphinium,59,24.33
Ruang_Gladiol,66,10.92
Ruang_Heather,67,34.01
Ruang_Honeysuckle,58,28.15
Ruang_Impatiens,66,46.09
Ruang_Larkspur,70,32.13
Ruang_Mimosa,69,38.76
Ruang_Orchid,50,17.92
Ruang_Periwinkle,70,36.09
Ruang_QueenAnne,50,7.08
Ruang_Rhododendron,39,31.75
Ruang_Sunflower,58,42.7
Ruang_Tuberose,34,5.68
Ruang_Violet,60,35.36
Ruang_Wallflower,58,38.36
Ruang_Xeranthemum,70,9.71
Ruang_YuccaBloom,49,45.35
Ruang_Zephyranthes,47,26.53
Ruang_AcaciaBloom,67,7.25
Ruang_Balsam,33,47.67
Ruang_Coreopsis,52,16.35
Ruang_Echinacea,62,8.58
Ruang_ForgetMeNot,34,33.73
Ruang_Gazania,49,19.14
Ruang_Jacaranda,59,14.79
Ruang_Lantana,58,15.88
Ruang_MorningGlory,32,37.21
Ruang_Nemesia,33,25.52
Ruang_Oxalis,53,28.28
Ruang_Plumeria,48,34.0
Ruang_Statice,34,32.91
Ruang_Verbascum,35,49.57
Ruang_Waterlily,69,15.49
Ruang_ZebraPlant,68,22.79
Ruang_Melati,62,36.81
Ruang_Mawar,54,20.02
Ruang_Anggrek,59,35.8
Ruang_Tulip,67,47.77
Ruang_Matahari,65,43.52
Ruang_Lili,32,36.17
Ruang_Kamboja,58,12.83
Ruang_Kenanga,66,27.9
Ruang_Dahlia,42,44.22
Ruang_Teratai,50,15.29
Ruang_Flamboyan,68,18.21
Ruang_Kana,60,49.05
Ruang_Bougenvil,62,27.21
Ruang_Anyelir,39,45.58
Ruang_Krisan,33,35.03
Ruang_Lavender,58,14.99
Ruang_Sakura,36,14.86
Ruang_Azalea,51,20.33
Ruang_Gardenia,35,40.32
Ruang_Iris,62,16.38
Ruang_Peony,41,22.75
Ruang_Begonia,32,15.45
Ruang_Magnolia,45,40.26
Ruang_Camelia,58,34.89
Ruang_Zinnia,58,12.47
Ruang_Aster,63,49.8
Ruang_Jasmine,63,19.7
Ruang_Hydrangea,69,46.13
Ruang_Freesia,40,29.98
Ruang_Poppy,53,15.64
Ruang_Ranunculus,53,23.93
Ruang_Marigold,48,13.18
Ruang_Verbena,54,38.99
Ruang_Petunia,56,36.08
Ruang_Geranium,51,23.38
Ruang_Cosmos,68,48.39
Ruang_Edelweis,33,29.18
Ruang_Bromelia,70,28.87
Ruang_Heliconia,51,37.83
Ruang_Cempaka,34,11.66
Ruang_Wijayakusuma,51,7.49
Ruang_SedapMalam,36,47.05
Ruang_TapakDara,65,15.29
Ruang_PacarAir,54,20.41
Ruang_BungaSepatu,48,44.52
Ruang_Asoka,46,19.69
Ruang_NusaIndah,68,12.19
Ruang_Kantil,39,40.07
Ruang_Kecubung,51,33.71
Ruang_Soka,35,11.34
Ruang_Lotus,67,20.02
Ruang_Bluebell,39,28.93
Ruang_Daffodil,52,20.08
Ruang_Foxglove,49,35.44
Ruang_Hibiscus,55,43.12
Ruang_Lilac,38,20.72
